SINIESTRO,LAT,LON,TIPOVEH,ANIO,MES,HORA,ESTADO,CIUDAD,_archivo,lat,lon,tipoveh,moto
501671,22.3019238000,-97.8786862000,Auto,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3019238,-97.8786862,AUTO,False
502081,22.2623475000,-97.8745813000,Auto,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2623475,-97.8745813,AUTO,False
502832,23.7343605627,-99.1641473193,Auto,2022,FEBRERO,16,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7343605627,-99.1641473193,AUTO,False
503134,22.2316437498,-97.8396846172,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2316437498,-97.8396846172,AUTO,False
503487,22.2462624000,-97.8384740000,Auto,2022,FEBRERO,20,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2462624,-97.838474,AUTO,False
503849,23.7419076016,-99.1720315104,Auto,2022,FEBRERO,8,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7419076016,-99.1720315104,AUTO,False
503680,22.2267140000,-97.8592140000,Auto,2022,FEBRERO,8,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.226714,-97.859214,AUTO,False
503863,22.2855140000,-97.8684440000,Auto,2022,FEBRERO,9,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.285514,-97.868444,AUTO,False
504217,22.3044009000,-97.8818396000,Auto,2022,FEBRERO,10,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3044009,-97.8818396,AUTO,False
504342,22.3044009000,-97.8818396000,Auto,2022,FEBRERO,10,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3044009,-97.8818396,AUTO,False
504561,22.2984677000,-97.8473987000,Auto,2022,FEBRERO,13,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2984677,-97.8473987,AUTO,False
504474,22.2365220000,-97.8686585000,Auto,2022,FEBRERO,13,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.236522,-97.8686585,AUTO,False
504292,22.2866394000,-97.8779653000,Auto,2022,FEBRERO,13,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2866394,-97.8779653,AUTO,False
504915,22.2657262000,-97.8549960000,Auto,2022,FEBRERO,14,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2657262,-97.854996,AUTO,False
505265,22.2613811000,-97.8462511000,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2613811,-97.8462511,AUTO,False
505543,22.2675869000,-97.8461017000,Auto,2022,FEBRERO,19,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2675869,-97.8461017,AUTO,False
505744,22.2868598274,-97.8507839405,Auto,2022,FEBRERO,22,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2868598274,-97.8507839405,AUTO,False
506025,22.2941497000,-97.8802905000,Auto,2022,FEBRERO,6,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2941497,-97.8802905,AUTO,False
506624,23.7250718729,-99.1534935835,Auto,2022,FEBRERO,15,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7250718729,-99.1534935835,AUTO,False
506676,22.2139495758,-97.8569934561,Auto,2022,FEBRERO,17,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2139495758,-97.8569934561,AUTO,False
507101,22.3026560000,-97.8538120000,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.302656,-97.853812,AUTO,False
507091,23.7494149000,-99.1593660000,Auto,2022,FEBRERO,22,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7494149,-99.159366,AUTO,False
507713,22.2252140000,-97.8571980000,Auto,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.225214,-97.857198,AUTO,False
508017,23.7446562000,-99.1502409000,Auto,2022,FEBRERO,14,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7446562,-99.1502409,AUTO,False
507960,22.2358960629,-97.8657777860,Auto,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2358960629,-97.865777786,AUTO,False
508043,22.2954364000,-97.8856275000,Auto,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2954364,-97.8856275,AUTO,False
508045,23.7609339937,-99.1403583809,Auto,2022,FEBRERO,15,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7609339937,-99.1403583809,AUTO,False
507873,22.2604336309,-97.8279269852,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2604336309,-97.8279269852,AUTO,False
507875,22.2759047851,-97.8462748478,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2759047851,-97.8462748478,AUTO,False
507686,22.2759035199,-97.8462740264,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2759035199,-97.8462740264,AUTO,False
508324,22.2744782788,-97.8670226988,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2744782788,-97.8670226988,AUTO,False
508588,22.3037248000,-97.8810112000,Auto,2022,FEBRERO,20,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3037248,-97.8810112,AUTO,False
508784,22.2974500000,-97.8915229000,Auto,2022,FEBRERO,7,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.29745,-97.8915229,AUTO,False
509083,22.2728635000,-97.8386961000,Auto,2022,FEBRERO,10,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2728635,-97.8386961,AUTO,False
509593,22.2803283000,-97.8932803000,Auto,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2803283,-97.8932803,AUTO,False
510212,22.2549650000,-97.8535419000,Auto,2022,FEBRERO,13,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.254965,-97.8535419,AUTO,False
511336,22.2661509113,-97.8683095331,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2661509113,-97.8683095331,AUTO,False
511653,22.2469654236,-97.8680531558,Auto,2022,FEBRERO,21,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2469654236,-97.8680531558,AUTO,False
512258,22.2831807000,-97.8765181000,Auto,2022,FEBRERO,11,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2831807,-97.8765181,AUTO,False
513047,22.2631787000,-97.8585197000,Auto,2022,FEBRERO,14,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2631787,-97.8585197,AUTO,False
513674,22.2591287000,-97.8757684000,Auto,2022,FEBRERO,17,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2591287,-97.8757684,AUTO,False
514149,22.2676455556,-97.8452397511,Auto,2022,FEBRERO,21,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2676455556,-97.8452397511,AUTO,False
514841,22.2627004000,-97.8393810000,Auto,2022,FEBRERO,9,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2627004,-97.839381,AUTO,False
514855,22.2871928086,-97.8693237934,Auto,2022,FEBRERO,9,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2871928086,-97.8693237934,AUTO,False
515274,22.2459179618,-97.8407744628,Auto,2022,FEBRERO,13,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2459179618,-97.8407744628,AUTO,False
515787,22.2563469000,-97.8365736000,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2563469,-97.8365736,AUTO,False
515998,22.2444312000,-97.8397003000,Auto,2022,FEBRERO,18,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2444312,-97.8397003,AUTO,False
516712,22.2963635127,-97.8765110466,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2963635127,-97.8765110466,AUTO,False
516846,22.2745083368,-97.8673325000,Auto,2022,FEBRERO,21,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2745083368,-97.8673325,AUTO,False
518731,22.2453929000,-97.8380234000,Auto,2022,FEBRERO,15,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2453929,-97.8380234,AUTO,False
519297,22.2500140073,-97.8658539134,Auto,2022,FEBRERO,17,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2500140073,-97.8658539134,AUTO,False
519452,22.2499788000,-97.8659999000,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2499788,-97.8659999,AUTO,False
519789,22.2694948000,-97.8634191000,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2694948,-97.8634191,AUTO,False
519973,22.2745634000,-97.8555030000,Auto,2022,FEBRERO,20,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2745634,-97.855503,AUTO,False
520348,22.2352100000,-97.8476300000,Auto,2022,FEBRERO,2,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.23521,-97.84763,AUTO,False
521007,22.2470038398,-97.8679293534,Auto,2022,FEBRERO,10,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2470038398,-97.8679293534,AUTO,False
520919,22.2549289000,-97.8368617000,Auto,2022,FEBRERO,11,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2549289,-97.8368617,AUTO,False
520953,23.7683169000,-99.1734529000,Auto,2022,FEBRERO,12,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7683169,-99.1734529,AUTO,False
521544,22.2376961967,-97.8734825046,CamiÃ³n ligero,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2376961967,-97.8734825046,CAMIA3N LIGERO,False
521764,22.3147813128,-97.8617209031,Auto,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3147813128,-97.8617209031,AUTO,False
522070,23.6930739684,-99.0968106086,CamiÃ³n,2022,FEBRERO,19,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.6930739684,-99.0968106086,CAMIA3N,False
522092,23.7334320000,-99.1269320000,Auto,2022,FEBRERO,19,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.733432,-99.126932,AUTO,False
521988,22.3178195877,-97.8785953761,Auto,2022,FEBRERO,20,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3178195877,-97.8785953761,AUTO,False
522605,22.2478438597,-97.8390083049,Auto,2022,FEBRERO,21,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2478438597,-97.8390083049,AUTO,False
523372,22.2572587000,-97.8665388000,Auto,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2572587,-97.8665388,AUTO,False
523389,22.3058916000,-97.8501062000,Auto,2022,FEBRERO,13,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3058916,-97.8501062,AUTO,False
523606,22.2605578207,-97.8620736552,Auto,2022,FEBRERO,13,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2605578207,-97.8620736552,AUTO,False
523399,22.2974798512,-97.8894434896,CamiÃ³n ligero,2022,FEBRERO,14,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2974798512,-97.8894434896,CAMIA3N LIGERO,False
522993,22.2880211917,-97.8704513280,Auto,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2880211917,-97.870451328,AUTO,False
523785,22.3148405627,-97.8762581558,CamiÃ³n ligero,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3148405627,-97.8762581558,CAMIA3N LIGERO,False
523879,22.3153496000,-97.8620183000,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3153496,-97.8620183,AUTO,False
524159,22.2488603000,-97.8681014000,Auto,2022,FEBRERO,23,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2488603,-97.8681014,AUTO,False
524489,22.2667539000,-97.8741641000,Auto,2022,FEBRERO,8,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2667539,-97.8741641,AUTO,False
524815,22.2645262000,-97.8416011000,Auto,2022,FEBRERO,8,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2645262,-97.8416011,AUTO,False
526853,22.2400160000,-97.8535537000,Auto,2022,FEBRERO,16,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.240016,-97.8535537,AUTO,False
526986,22.2483589000,-97.8663175000,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2483589,-97.8663175,AUTO,False
527073,22.2347407480,-97.8678872896,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.234740748,-97.8678872896,AUTO,False
527256,22.2552437587,-97.8756108000,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2552437587,-97.8756108,AUTO,False
527365,22.2626371000,-97.8615166000,Auto,2022,FEBRERO,21,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2626371,-97.8615166,AUTO,False
527912,22.3059738676,-97.8580908855,Auto,2022,FEBRERO,22,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3059738676,-97.8580908855,AUTO,False
527871,23.7614638430,-99.1077287246,Auto,2022,FEBRERO,9,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.761463843,-99.1077287246,AUTO,False
528177,23.7613919179,-99.1077209339,CamiÃ³n ligero,2022,FEBRERO,9,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7613919179,-99.1077209339,CAMIA3N LIGERO,False
527999,22.2720799000,-97.8742260000,Auto,2022,FEBRERO,10,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2720799,-97.874226,AUTO,False
528609,22.3177409198,-97.8774748466,Auto,2022,FEBRERO,10,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3177409198,-97.8774748466,AUTO,False
528625,22.3023160156,-97.8805214847,CamiÃ³n ligero,2022,FEBRERO,10,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3023160156,-97.8805214847,CAMIA3N LIGERO,False
528540,22.3003853666,-97.8547665274,Auto,2022,FEBRERO,11,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3003853666,-97.8547665274,AUTO,False
528690,22.2766450820,-97.8744672870,Auto,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.276645082,-97.874467287,AUTO,False
528699,23.7251427000,-99.1640452000,Auto,2022,FEBRERO,12,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7251427,-99.1640452,AUTO,False
529274,22.2810790000,-97.8440360000,Auto,2022,FEBRERO,15,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.281079,-97.844036,AUTO,False
529183,22.3054331948,-97.8818610629,Auto,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3054331948,-97.8818610629,AUTO,False
529822,22.2669305000,-97.8592699000,Auto,2022,FEBRERO,16,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2669305,-97.8592699,AUTO,False
529830,22.2492943766,-97.8417269066,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2492943766,-97.8417269066,AUTO,False
530316,22.2521756000,-97.8682653000,Auto,2022,FEBRERO,18,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2521756,-97.8682653,AUTO,False
530345,22.2541761000,-97.8680013000,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2541761,-97.8680013,AUTO,False
530453,22.2657285000,-97.8601290000,Auto,2022,FEBRERO,21,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2657285,-97.860129,AUTO,False
531415,23.7633677000,-99.1408816000,Auto,2022,FEBRERO,9,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7633677,-99.1408816,AUTO,False
531633,22.2395802000,-97.8600225000,Auto,2022,FEBRERO,11,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2395802,-97.8600225,AUTO,False
531641,22.2395802000,-97.8600225000,Auto,2022,FEBRERO,11,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2395802,-97.8600225,AUTO,False
531682,22.2257516000,-97.8674213000,CamiÃ³n ligero,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2257516,-97.8674213,CAMIA3N LIGERO,False
531877,22.2199309000,-97.8550125000,Auto,2022,FEBRERO,13,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2199309,-97.8550125,AUTO,False
532324,22.3119952358,-97.8870795886,Auto,2022,FEBRERO,13,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3119952358,-97.8870795886,AUTO,False
532252,23.7494626000,-99.1561665000,Auto,2022,FEBRERO,14,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7494626,-99.1561665,AUTO,False
532342,22.2634429000,-97.8418980000,Auto,2022,FEBRERO,14,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2634429,-97.841898,AUTO,False
532489,23.7227225000,-99.1538529000,Auto,2022,FEBRERO,15,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7227225,-99.1538529,AUTO,False
532398,22.2893751022,-97.8889512287,Auto,2022,FEBRERO,16,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2893751022,-97.8889512287,AUTO,False
532580,22.2392191000,-97.8417903000,CamiÃ³n ligero,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2392191,-97.8417903,CAMIA3N LIGERO,False
532731,22.2710479000,-97.8714905000,Auto,2022,FEBRERO,16,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2710479,-97.8714905,AUTO,False
533373,22.2600044000,-97.8761600000,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2600044,-97.87616,AUTO,False
533393,22.2617363495,-97.8424005619,Auto,2022,FEBRERO,20,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2617363495,-97.8424005619,AUTO,False
534021,22.3143103831,-97.8236987926,Auto,2022,FEBRERO,4,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3143103831,-97.8236987926,AUTO,False
533775,22.2520741000,-97.8483314000,Auto,2022,FEBRERO,8,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2520741,-97.8483314,AUTO,False
533868,22.2415318000,-97.8668602000,Auto,2022,FEBRERO,9,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2415318,-97.8668602,AUTO,False
534108,22.2384298000,-97.8740251000,Auto,2022,FEBRERO,9,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2384298,-97.8740251,AUTO,False
534626,23.7732510304,-99.1396442639,Auto,2022,FEBRERO,11,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7732510304,-99.1396442639,AUTO,False
535701,22.2638943621,-97.8602738393,CamiÃ³n,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2638943621,-97.8602738393,CAMIA3N,False
535558,22.2654378000,-97.8356040000,Auto,2022,FEBRERO,15,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2654378,-97.835604,AUTO,False
535564,22.2233797322,-97.8629122924,Auto,2022,FEBRERO,16,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2233797322,-97.8629122924,AUTO,False
535878,23.7272460489,-99.1573130966,Auto,2022,FEBRERO,17,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7272460489,-99.1573130966,AUTO,False
536064,22.2836867000,-97.8452284000,Auto,2022,FEBRERO,19,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2836867,-97.8452284,AUTO,False
536197,22.2768128423,-97.8424043307,Auto,2022,FEBRERO,20,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2768128423,-97.8424043307,AUTO,False
536961,22.2837439000,-97.8868372000,Auto,2022,FEBRERO,8,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2837439,-97.8868372,AUTO,False
536837,22.3134560000,-97.8772441000,Auto,2022,FEBRERO,8,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.313456,-97.8772441,AUTO,False
537006,22.2977817000,-97.8569851000,Auto,2022,FEBRERO,9,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2977817,-97.8569851,AUTO,False
537170,22.2355501563,-97.8710985751,Auto,2022,FEBRERO,12,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2355501563,-97.8710985751,AUTO,False
537594,22.2709605000,-97.8063190000,Auto,2022,FEBRERO,14,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2709605,-97.806319,AUTO,False
538033,22.2478470000,-97.8595370000,Auto,2022,FEBRERO,14,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.247847,-97.859537,AUTO,False
537969,22.2159766000,-97.8550424000,Auto,2022,FEBRERO,14,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2159766,-97.8550424,AUTO,False
538312,22.3217245000,-97.8736612000,CamiÃ³n ligero,2022,FEBRERO,15,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3217245,-97.8736612,CAMIA3N LIGERO,False
538555,22.2995892000,-97.8488841000,Auto,2022,FEBRERO,16,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2995892,-97.8488841,AUTO,False
539089,22.2732772619,-97.8481872858,Auto,2022,FEBRERO,19,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2732772619,-97.8481872858,AUTO,False
539317,22.2852070321,-97.8665810017,Auto,2022,FEBRERO,19,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2852070321,-97.8665810017,AUTO,False
539169,22.2577402000,-97.8241092000,Auto,2022,FEBRERO,20,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2577402,-97.8241092,AUTO,False
539180,22.2400915000,-97.8411517000,Auto,2022,FEBRERO,20,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2400915,-97.8411517,AUTO,False
539766,22.3159275487,-97.8888307698,CamiÃ³n,2022,FEBRERO,8,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3159275487,-97.8888307698,CAMIA3N,False
540019,23.7309869000,-99.1423398000,Auto,2022,FEBRERO,9,TAMAULIPAS,VICTORIA,Seguridad_Vial_concatenado_Febrero_2022.csv,23.7309869,-99.1423398,AUTO,False
539971,22.2595113000,-97.8538946000,Auto,2022,FEBRERO,11,TAMAULIPAS,CIUDAD MADERO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2595113,-97.8538946,AUTO,False
539980,22.2510338000,-97.8584074000,Auto,2022,FEBRERO,11,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2510338,-97.8584074,AUTO,False
540847,22.3138407000,-97.8915226000,Auto,2022,FEBRERO,14,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.3138407,-97.8915226,AUTO,False
540595,22.2252867231,-97.8630005221,Auto,2022,FEBRERO,14,TAMAULIPAS,TAMPICO,Seguridad_Vial_concatenado_Febrero_2022.csv,22.2252867231,-97.8630005221,AUTO,False
