,axa,axa_moto,atus_ksi,atus_vru,atus_moto,fis_hom
894880d8557ffff,10.0,0.0,1.0,0.0,1.0,0.0
894880d855bffff,10.0,0.0,1.0,0.0,1.0,0.0
894880d8563ffff,17.0,0.0,11.0,0.0,0.0,0.0
894880d8567ffff,10.0,0.0,5.0,0.0,0.0,0.0
894880d856bffff,11.0,0.0,7.0,0.0,1.0,2.0
894880d856fffff,21.0,1.0,5.0,2.0,1.0,0.0
894880d8573ffff,19.0,0.0,3.0,2.0,0.0,1.0
894880d8577ffff,4.0,0.0,1.0,0.0,0.0,0.0
894880d857bffff,8.0,0.0,0.0,0.0,0.0,0.0
894880d8583ffff,15.0,0.0,1.0,0.0,0.0,0.0
894880d8587ffff,8.0,0.0,0.0,0.0,0.0,1.0
894880d858bffff,21.0,0.0,3.0,1.0,0.0,0.0
894880d858fffff,35.0,0.0,3.0,0.0,0.0,0.0
894880d8593ffff,79.0,0.0,1.0,0.0,1.0,0.0
894880d8597ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d859bffff,45.0,0.0,0.0,0.0,0.0,0.0
894880d85a3ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d85a7ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d85abffff,5.0,0.0,0.0,0.0,0.0,0.0
894880d85afffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d85b3ffff,4.0,0.0,2.0,0.0,0.0,2.0
894880d85b7ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d85c3ffff,9.0,0.0,0.0,0.0,0.0,0.0
894880d85c7ffff,39.0,0.0,2.0,0.0,1.0,0.0
894880d85cbffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d85cfffff,11.0,0.0,1.0,0.0,1.0,0.0
894880d85d3ffff,5.0,0.0,3.0,0.0,0.0,0.0
894880d85d7ffff,10.0,0.0,0.0,0.0,0.0,0.0
894880d85dbffff,6.0,0.0,0.0,0.0,0.0,0.0
894880d888bffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d889bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8903ffff,0.0,0.0,2.0,0.0,0.0,0.0
894880d891bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d89a3ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d89a7ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8c17ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8c83ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880d8c8bffff,0.0,0.0,0.0,0.0,0.0,1.0
894880d8c93ffff,2.0,0.0,5.0,1.0,0.0,0.0
894880d8c97ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8c9bffff,14.0,0.0,0.0,0.0,0.0,0.0
894880d8ca7ffff,1.0,0.0,1.0,0.0,0.0,0.0
894880d8cafffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8cb3ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d8cb7ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8cbbffff,0.0,0.0,0.0,0.0,0.0,1.0
894880d8cd3ffff,7.0,0.0,1.0,0.0,0.0,0.0
894880d8cd7ffff,1.0,0.0,0.0,0.0,0.0,1.0
894880d8cdbffff,1.0,0.0,1.0,0.0,0.0,0.0
894880d8d13ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8d17ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880d8d83ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8d87ffff,4.0,0.0,4.0,0.0,2.0,0.0
894880d8d8bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8d93ffff,2.0,0.0,0.0,0.0,0.0,2.0
894880d8d97ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880d8d9bffff,0.0,0.0,0.0,0.0,0.0,1.0
894880d8da3ffff,0.0,0.0,2.0,1.0,0.0,0.0
894880d8da7ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880d8db3ffff,10.0,0.0,3.0,0.0,0.0,0.0
894880d8dbbffff,6.0,0.0,0.0,0.0,0.0,0.0
894880d8dc3ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8dc7ffff,3.0,0.0,1.0,0.0,1.0,0.0
894880d8dd3ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880d8dd7ffff,1.0,0.0,1.0,1.0,0.0,0.0
894880d8ddbffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da007ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da013ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da01bffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da023ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da027ffff,5.0,0.0,1.0,0.0,0.0,1.0
894880da02fffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da037ffff,12.0,0.0,0.0,0.0,0.0,0.0
894880da03bffff,4.0,0.0,11.0,0.0,0.0,0.0
894880da05bffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da067ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da077ffff,1.0,0.0,2.0,0.0,0.0,0.0
894880da07bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da083ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880da087ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da08fffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da093ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da097ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da0a3ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880da0a7ffff,21.0,0.0,1.0,1.0,0.0,0.0
894880da0afffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da0b7ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da103ffff,1.0,0.0,0.0,0.0,0.0,1.0
894880da113ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da117ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880da11bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da123ffff,9.0,0.0,1.0,0.0,0.0,0.0
894880da127ffff,2.0,0.0,1.0,0.0,1.0,0.0
894880da12bffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da137ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880da13bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da14bffff,1.0,0.0,1.0,0.0,0.0,0.0
894880da153ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880da15bffff,3.0,0.0,1.0,0.0,0.0,0.0
894880da163ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da167ffff,0.0,0.0,0.0,0.0,0.0,1.0
894880da16bffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da16fffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da17bffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da183ffff,40.0,0.0,1.0,0.0,0.0,1.0
894880da187ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880da18bffff,13.0,0.0,0.0,0.0,0.0,1.0
894880da18fffff,6.0,0.0,0.0,0.0,0.0,0.0
894880da193ffff,6.0,0.0,0.0,0.0,0.0,0.0
894880da197ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880da19bffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da1a3ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da1abffff,1.0,0.0,0.0,0.0,0.0,1.0
894880da1b3ffff,7.0,0.0,3.0,0.0,0.0,0.0
894880da1b7ffff,18.0,0.0,0.0,0.0,0.0,0.0
894880da1c3ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880da1c7ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880da1cbffff,12.0,0.0,0.0,0.0,0.0,0.0
894880da1d3ffff,4.0,0.0,0.0,0.0,0.0,0.0
894880da1d7ffff,10.0,0.0,0.0,0.0,0.0,0.0
894880da1dbffff,26.0,1.0,8.0,1.0,0.0,4.0
894880da207ffff,1.0,0.0,0.0,0.0,0.0,0.0
894880da223ffff,3.0,0.0,0.0,0.0,0.0,0.0
894880da227ffff,5.0,0.0,0.0,0.0,0.0,0.0
894880da22bffff,3.0,0.0,1.0,0.0,0.0,0.0
894880da22fffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da233ffff,5.0,0.0,3.0,0.0,0.0,0.0
894880da237ffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da2a3ffff,0.0,0.0,3.0,0.0,0.0,0.0
894880da2a7ffff,0.0,0.0,0.0,0.0,0.0,0.0
894880da2b7ffff,1.0,0.0,2.0,0.0,0.0,0.0
894880da2bbffff,2.0,0.0,0.0,0.0,0.0,0.0
894880da303ffff,10.0,1.0,0.0,0.0,0.0,0.0
