UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok
UNIDAD REYNOSA 1A.,12/09/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.05233,-98.29739,26.05233,-98.29739,True
UNIDAD CIUDAD MADERO 2A.,12/09/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.257912167315958,-97.85372787260091,22.25791216731596,-97.85372787260091,True
UNIDAD TAMPICO 1A.,12/09/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.221170766316355,-97.85326271317057,22.221170766316355,-97.85326271317057,True
UNIDAD TAMPICO 1A.,12/09/2022,2022.0,HOMICIDIO,CULPOSO,TAMPICO,22.252522631883917,-97.85880222667123,22.25252263188392,-97.85880222667124,True
ATENCION INMEDIATA EN MATAMOROS,12/09/2022,2022.0,LESIONES,CULPOSO,MATAMOROS,25.861388266372995,-97.47997500777062,25.861388266372995,-97.47997500777062,True
UGI VICTORIA 4A.,12/09/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.752787,-99.143347,23.752787,-99.143347,True
UNIDAD NUEVO LAREDO 3,12/09/2023,2023.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.425807982564415,-99.53197816198359,27.42580798256441,-99.5319781619836,True
ATENCION INMEDIATA EN REYNOSA,12/09/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.07951934952058,-98.2902842760086,26.07951934952058,-98.2902842760086,True
UGI VICTORIA 3A,12/09/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,23.749034,-99.136807,23.749034,-99.136807,True
UNIDAD MATAMOROS 3,12/09/2024,2024.0,HOMICIDIO,CULPOSO,MATAMOROS,25.79158744554089,-97.50880122184753,25.79158744554089,-97.50880122184752,True
UNIDAD CIUDAD MADERO 2A.,12/09/2024,2024.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.25313043284731,-97.83106124853838,22.25313043284731,-97.83106124853838,True
UNIDAD CIUDAD MADERO 2A.,12/09/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2494539345918,-97.83507487908156,22.2494539345918,-97.83507487908156,True
UNIDAD REYNOSA 2A.,12/09/2024,2024.0,LESIONES,CULPOSO,REYNOSA,25.993349,-98.177698,25.993349,-98.177698,True
UNIDAD REYNOSA 2A.,12/09/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.044090774341328,-98.31026931456157,26.044090774341328,-98.31026931456157,True
UNIDAD REYNOSA 2A.,12/09/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.070210142431574,-98.33132207393648,26.070210142431574,-98.33132207393648,True
UNIDAD VICTORIA 4A.,12/10/2015,2015.0,LESIONES,CULPOSO,VICTORIA,23.734970432925916,-99.10374049905212,23.73497043292592,-99.10374049905212,True
UNIDAD MATAMOROS 2A.,12/10/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8722100087341,-97.5039517879486,25.8722100087341,-97.5039517879486,True
UNIDAD 1 ADOLESCENTES LAREDO,12/10/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.5178209780312,-99.5621752743318,27.5178209780312,-99.5621752743318,True
UNIDAD CIUDAD MADERO 2A.,12/10/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.246981640067215,-97.8558567836264,22.24698164006721,-97.8558567836264,True
UNIDAD CIUDAD MADERO 2A.,12/10/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.233209580878576,-97.8287107313413,22.233209580878576,-97.8287107313413,True
UNIDAD CIUDAD MADERO 2A.,12/10/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.261966162769316,-97.85182772882608,22.26196616276932,-97.85182772882608,True
UNIDAD TAMPICO 4,12/10/2018,2018.0,LESIONES,CULPOSO,TAMPICO,22.24418972534126,-97.85512431095604,22.24418972534126,-97.85512431095604,True
UNIDAD DE INVESTIGACION Y LITIGACION-SIIPPTAM,12/10/2018,2018.0,HOMICIDIO,CULPOSO,VICTORIA,23.7399857916701,-99.1570024490356,23.7399857916701,-99.1570024490356,True
ATENCION INMEDIATA EN NUEVO LAREDO,12/10/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.406456825199907,-99.53428745269777,27.406456825199907,-99.53428745269775,True
UNIDAD MATAMOROS 3,12/10/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.79792246307309,-97.5083774328232,25.79792246307309,-97.5083774328232,True
UNIDAD MATAMOROS 3,12/10/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.869502779970666,-97.49643087387086,25.869502779970663,-97.49643087387086,True
UNIDAD MATAMOROS 2A.,12/10/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.86917415549692,-97.49366520379127,25.86917415549692,-97.49366520379128,True
UNIDAD VICTORIA 1A.,12/10/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.7197793,-99.1509724,23.7197793,-99.1509724,True
UNIDAD REYNOSA 2A.,12/10/2021,2021.0,LESIONES,CULPOSO,REYNOSA,25.986143126765644,-98.29674103731466,25.986143126765644,-98.29674103731466,True
UNIDAD REYNOSA 2A.,12/10/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.08219096131895,-98.30216220203,26.08219096131895,-98.30216220203,True
UNIDAD NUEVO LAREDO 3,12/10/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.485451833106755,-99.50436992745574,27.485451833106755,-99.50436992745574,True
UNIDAD TAMPICO 1A.,12/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.286983661093103,-97.88078586718554,22.286983661093103,-97.88078586718554,True
UNIDAD TAMPICO 1A.,12/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.297376007389705,-97.88196855103996,22.297376007389705,-97.88196855103996,True
UNIDAD TAMPICO 1A.,12/10/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.31702069713832,-97.87852227687836,22.31702069713832,-97.87852227687836,True
UGI VICTORIA 4A.,12/10/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.729431,-99.142214,23.729431,-99.142214,True
UGI VICTORIA 4A.,12/10/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.737502,-99.150243,23.737502,-99.150243,True
UNIDAD TAMPICO 3A.,12/10/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.237351258003276,-97.86417300541784,22.23735125800328,-97.86417300541784,True
UNIDAD CIUDAD MADERO 2A.,12/10/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.278779825874757,-97.82721409705914,22.27877982587476,-97.82721409705914,True
UNIDAD MATAMOROS 3,12/10/2024,2024.0,HOMICIDIO,CULPOSO,MATAMOROS,25.831484616547687,-97.5048154592514,25.831484616547687,-97.5048154592514,True
UGI VICTORIA 4A.,12/10/2024,2024.0,HOMICIDIO,CULPOSO,VICTORIA,,,,,False
UNIDAD REYNOSA 2A.,12/10/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.069580,-98.299722,26.06958,-98.299722,True
UNIDAD VICTORIA 5A.,12/11/2015,2015.0,LESIONES,CULPOSO,VICTORIA,23.7358705474747,-99.1556292772293,23.7358705474747,-99.1556292772293,True
UNIDAD MATAMOROS 3,12/11/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8480198345562,-97.5208336114883,25.8480198345562,-97.5208336114883,True
UNIDAD NUEVO LAREDO 1A.,12/11/2016,2016.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.3792670992439,-99.5566141605377,27.3792670992439,-99.5566141605377,True
UNIDAD NUEVO LAREDO 1A.,12/11/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.482352759342,-99.5669513940811,27.482352759342,-99.5669513940811,True
UNIDAD VICTORIA 3A,12/11/2017,2017.0,HOMICIDIO,CULPOSO,VICTORIA,23.3149541989841,-99.0229940414429,23.3149541989841,-99.0229940414429,True
UNIDAD MATAMOROS 3,12/11/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8343043700431,-97.5098741054535,25.8343043700431,-97.5098741054535,True
UNIDAD VICTORIA 3A,12/11/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.7752752816829,-99.1064429283142,23.7752752816829,-99.1064429283142,True
UNIDAD NUEVO LAREDO 1A.,12/11/2017,2017.0,LESIONES,CULPOSO,NUEVO LAREDO,27.48422692055821,-99.61213588714601,27.48422692055821,-99.612135887146,True
UNIDAD REYNOSA 3A.,12/11/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0058291631256,-98.2488838019012,26.0058291631256,-98.2488838019012,True
UNIDAD REYNOSA 2A.,12/11/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0477147835314,-98.3400560983514,26.0477147835314,-98.3400560983514,True
UNIDAD MATAMOROS 3,12/11/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.244414529916572,-97.44349479675294,25.24441452991657,-97.44349479675294,True
UNIDAD REYNOSA 2A.,12/11/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.082595146758237,-98.30238200350853,26.08259514675824,-98.30238200350853,True
UNIDAD TAMPICO 1A.,12/11/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.22679124314216,-97.89518415927888,22.22679124314216,-97.89518415927888,True
UNIDAD TAMPICO 3A.,12/11/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.27992835079183,-97.88014465025073,22.27992835079183,-97.88014465025071,True
UNIDAD MATAMOROS 1A.,12/11/2024,2024.0,HOMICIDIO,CULPOSO,MATAMOROS,25.75244231115602,-97.54718897315225,25.75244231115602,-97.54718897315225,True
UNIDAD REYNOSA 2A.,12/11/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.090748328337067,-98.27657077547086,26.090748328337067,-98.27657077547086,True
UNIDAD MATAMOROS 1A.,12/12/2015,2015.0,LESIONES,CULPOSO,MATAMOROS,25.865774884182,-97.5700038671494,25.865774884182,-97.5700038671494,True
UNIDAD VICTORIA 5A.,12/12/2016,2016.0,LESIONES,CULPOSO,VICTORIA,23.7350053501526,-99.1494655609131,23.7350053501526,-99.1494655609131,True
UNIDAD VICTORIA 3A,12/12/2017,2017.0,HOMICIDIO,CULPOSO,VICTORIA,23.7197076884612,-99.1499483585358,23.7197076884612,-99.1499483585358,True
UNIDAD REYNOSA 3A.,12/12/2017,2017.0,HOMICIDIO,CULPOSO,REYNOSA,26.0216352366195,-98.2823047041893,26.0216352366195,-98.2823047041893,True
UNIDAD MATAMOROS 3,12/12/2017,2017.0,LESIONES,CULPOSO,MATAMOROS,25.8481927274309,-97.5796222686768,25.8481927274309,-97.5796222686768,True
UNIDAD VICTORIA 5A.,12/12/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.749222216760312,-99.1376262543497,23.749222216760312,-99.1376262543497,True
ATENCION INMEDIATA VICTORIA,12/12/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.7381762,-99.142575,23.7381762,-99.142575,True
UNIDAD REYNOSA 2A.,12/12/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.05537,-98.29694,26.05537,-98.29694,True
UNIDAD REYNOSA 2A.,12/12/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.05537,-98.29694,26.05537,-98.29694,True
UNIDAD VICTORIA 2A,12/12/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.74732432103981,-99.13748585665579,23.74732432103981,-99.1374858566558,True
UNIDAD MATAMOROS 3,12/12/2022,2022.0,LESIONES,CULPOSO,MATAMOROS,25.856620420562596,-97.5020205974579,25.8566204205626,-97.5020205974579,True
UNIDAD TAMPICO 2A.,12/12/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.24008918223525,-97.83641748272201,22.24008918223525,-97.836417482722,True
ATENCION INMEDIATA DE CIUDAD MADERO,12/12/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2748456,97.8379058,22.2748456,-97.8379058,True
UNIDAD CIUDAD MADERO 2A.,12/12/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.258828881660087,-97.84125086261679,22.258828881660087,-97.8412508626168,True
UNIDAD TAMPICO 4,12/12/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.321951,-97.87700,22.321951,-97.877,True
UNIDAD TAMPICO 4,12/12/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.267095,-97.873950,22.267095,-97.87395,True
UNIDAD MATAMOROS 1A.,13/01/2016,2016.0,HOMICIDIO,CULPOSO,MATAMOROS,25.9607914694255,-97.685923576355,25.9607914694255,-97.685923576355,True
UNIDAD NUEVO LAREDO 2A.,13/01/2017,2017.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.519244458767,-99.564596414566,27.519244458767,-99.564596414566,True
UNIDAD CIUDAD MADERO 2A.,13/01/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2683431058123,-97.8354353459144,22.2683431058123,-97.8354353459144,True
UNIDAD TAMPICO 4,13/01/2017,2017.0,LESIONES,CULPOSO,TAMPICO,22.3191601845878,-97.8821325302124,22.3191601845878,-97.8821325302124,True
UNIDAD CIUDAD MADERO 2A.,13/01/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25268246188632,-97.84619646334933,22.25268246188632,-97.84619646334932,True
UNIDAD NUEVO LAREDO 2A.,13/01/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.439704822090306,-99.56027269363405,27.439704822090302,-99.56027269363403,True
UNIDAD REYNOSA 3A.,13/01/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0299543655024,-98.2873392105103,26.0299543655024,-98.2873392105103,True
UNIDAD MATAMOROS 1A.,13/01/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.893849317933917,-97.51181602478029,25.89384931793392,-97.51181602478027,True
UNIDAD REYNOSA 3A.,13/01/2019,2019.0,LESIONES,CULPOSO,REYNOSA,"26,09264744277","-98,2898439691584",,,False
UNIDAD VICTORIA 4A.,13/01/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.7659628417878,-99.1673220629266,23.7659628417878,-99.1673220629266,True
UNIDAD MATAMOROS 1A.,13/01/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.809347339161743,-97.51954078674318,25.809347339161743,-97.51954078674318,True
UNIDAD NUEVO LAREDO 3,13/01/2020,2020.0,LESIONES,CULPOSO,NUEVO LAREDO,27.480012149612826,-99.49199456198187,27.480012149612826,-99.49199456198188,True
UNIDAD CIUDAD MADERO 2A.,13/01/2020,2020.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24668101377654,-97.85522951764592,22.24668101377654,-97.85522951764592,True
UNIDAD CIUDAD MADERO 2A.,13/01/2020,2020.0,LESIONES,CULPOSO,CIUDAD MADERO,22.277776362418287,-97.82921209659284,22.277776362418287,-97.82921209659284,True
UNIDAD CIUDAD MADERO 2A.,13/01/2020,2020.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.246996542217726,-97.85587841599566,22.24699654221773,-97.85587841599566,True
UNIDAD MATAMOROS 1A.,13/01/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,25.8226580304891,-97.5423598012185,25.8226580304891,-97.5423598012185,True
UNIDAD VICTORIA 2A,13/01/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.719239316337873,-99.09538606243402,23.719239316337877,-99.09538606243402,True
UNIDAD TAMPICO 2A.,13/01/2021,2021.0,HOMICIDIO,CULPOSO,TAMPICO,22.213727486103355,-97.85665946282171,22.213727486103355,-97.85665946282172,True
UNIDAD REYNOSA 3A.,13/01/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,25.9696296,98.27080,25.9696296,-98.2708,True
UNIDAD TAMPICO 2A.,13/01/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.214127781144168,-97.86062195150281,22.214127781144168,-97.8606219515028,True
UNIDAD TAMPICO 2A.,13/01/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.22507138847443,-97.86113862271516,22.22507138847443,-97.86113862271516,True
UNIDAD REYNOSA 3A.,13/01/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0250711,98.24959,26.0250711,-98.24959,True
UNIDAD NUEVO LAREDO 1A.,13/01/2023,2023.0,LESIONES,CULPOSO,NUEVO LAREDO,27.461579596473012,-99.55513832751802,27.46157959647301,-99.55513832751802,True
UNIDAD NUEVO LAREDO 1A.,13/01/2023,2023.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.472715711751086,-99.49867584871004,27.47271571175109,-99.49867584871004,True
UGI VICTORIA 4A.,13/01/2023,2023.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UGI VICTORIA 2A,13/01/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.715840,-99.110134,23.71584,-99.110134,True
UGI VICTORIA 3A,13/01/2024,2024.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD TAMPICO 4,13/01/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.2991392,97.8558553,22.2991392,-97.8558553,True
UNIDAD REYNOSA 3A.,13/01/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,26.001985376482637,-98.27613314410449,26.00198537648264,-98.27613314410448,True
UNIDAD REYNOSA 3A.,13/01/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.00344177623702,-98.28566551208498,26.00344177623702,-98.28566551208498,True
UNIDAD TAMPICO 1A.,13/01/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.296371221425968,-97.87269607282958,22.296371221425968,-97.87269607282958,True
UNIDAD NUEVO LAREDO 1A.,13/01/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,27.492820110937494,-99.50166106224061,27.49282011093749,-99.5016610622406,True
ATENCION INMEDIATA EN MATAMOROS,13/01/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.85733698211261,-97.48836547136308,25.85733698211261,-97.48836547136308,True
UNIDAD CIUDAD MADERO 2A.,13/01/2026,2026.0,LESIONES,CULPOSO,CIUDAD MADERO,22.286826382640072,-97.81203377837527,22.286826382640072,-97.81203377837528,True
UNIDAD TAMPICO 1A.,13/01/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.279057179331975,-97.87005186080934,22.27905717933197,-97.87005186080934,True
UNIDAD TAMPICO 1A.,13/01/2026,2026.0,HOMICIDIO,CULPOSO,TAMPICO,22.321399,-97.891095,22.321399,-97.891095,True
UNIDAD MATAMOROS 1A.,13/02/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,26.8102828434857,-96.2457275390625,26.8102828434857,-96.2457275390625,False
UNIDAD REYNOSA 3A.,13/02/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0389563089445,-98.3659225702286,26.0389563089445,-98.3659225702286,True
UNIDAD VICTORIA 4A.,13/02/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.7485157680589,-99.1378462314606,23.7485157680589,-99.1378462314606,True
UNIDAD MATAMOROS 1A.,13/02/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.868782596596,-97.4971269071102,25.868782596596,-97.4971269071102,True
UNIDAD NUEVO LAREDO 1A.,13/02/2017,2017.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4704706801159,-99.5171990990639,27.4704706801159,-99.5171990990639,True
UNIDAD TAMPICO 2A.,13/02/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.215098183355376,-97.85341074200646,22.215098183355376,-97.85341074200646,True
UNIDAD MATAMOROS 1A.,13/02/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.843552593333,-97.5374472141266,25.843552593333,-97.5374472141266,True
UNIDAD VICTORIA 1A.,13/02/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.660688268627524,-99.11451430926346,23.660688268627524,-99.11451430926346,True
UNIDAD REYNOSA 3A.,13/02/2022,2022.0,HOMICIDIO,CULPOSO,REYNOSA,26.0596928,98.29355,26.0596928,-98.29355,True
UNIDAD VICTORIA 4A.,13/02/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.781803262278018,-99.16782024338991,23.781803262278014,-99.16782024338993,True
UNIDAD MATAMOROS 1A.,13/02/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.820164489083165,-97.53550529479982,25.820164489083165,-97.53550529479982,True
UNIDAD MATAMOROS 1A.,13/02/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.851911399726507,-97.49736067022197,25.851911399726507,-97.49736067022197,True
UNIDAD NUEVO LAREDO 3,13/02/2023,2023.0,LESIONES,CULPOSO,NUEVO LAREDO,27.485451833106755,-99.50436992745574,27.485451833106755,-99.50436992745574,True
UNIDAD NUEVO LAREDO 3,13/02/2023,2023.0,LESIONES,CULPOSO,NUEVO LAREDO,27.484290266086997,-99.50518757547657,27.484290266087,-99.50518757547655,True
UNIDAD REYNOSA 1A.,13/02/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.06799501657577,-98.33719582092779,26.06799501657577,-98.3371958209278,True
UNIDAD REYNOSA 1A.,13/02/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.018317975097222,-98.22001228343164,26.018317975097226,-98.22001228343164,True
UNIDAD CIUDAD MADERO 2A.,13/02/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.292573771251696,-97.82330044827133,22.292573771251696,-97.82330044827133,True
UNIDAD REYNOSA 3A.,13/02/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.050633,98.423017,26.050633,-98.423017,True
UNIDAD REYNOSA 3A.,13/02/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.0505569,98.3843921,26.0505569,-98.3843921,True
UNIDAD MATAMOROS 1A.,13/02/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.826723715818044,-97.53232080237736,25.826723715818044,-97.53232080237736,True
UNIDAD MATAMOROS 1A.,13/02/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8376367193624,-97.54411184481567,25.8376367193624,-97.54411184481567,True
UNIDAD REYNOSA 1A.,13/02/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.090207,-98.30503,26.090207,-98.30503,True
UNIDAD REYNOSA 1A.,13/02/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.055391369415016,-98.297016074376,26.055391369415016,-98.297016074376,True
UNIDAD TAMPICO 1A.,13/02/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.307858327017524,-97.88029200837613,22.307858327017524,-97.88029200837612,True
UNIDAD TAMPICO 1A.,13/02/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.306995630699667,-97.86459550604525,22.306995630699667,-97.86459550604523,True
UGI VICTORIA 3A,13/02/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.730304,-99.173049,23.730304,-99.173049,True
UNIDAD TAMPICO 1A.,13/02/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.21679161039418,-97.85452723503114,22.21679161039418,-97.85452723503114,True
UNIDAD MATAMOROS 2A.,13/02/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.92463908354718,-97.58962154388429,25.92463908354718,-97.58962154388428,True
UNIDAD NUEVO LAREDO 1A.,13/03/2016,2016.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4614621136119,-99.5486429391894,27.4614621136119,-99.5486429391894,True
UNIDAD CIUDAD MADERO 2A.,13/03/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.257954409642977,-97.8243420358984,22.257954409642977,-97.8243420358984,True
UNIDAD TAMPICO 2A.,13/03/2017,2017.0,LESIONES,CULPOSO,TAMPICO,22.227274465526378,-97.87183706331842,22.227274465526374,-97.87183706331842,True
UNIDAD NUEVO LAREDO 3,13/03/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4797753464802,-99.5894348671765,27.4797753464802,-99.5894348671765,True
UNIDAD REYNOSA 1A.,13/03/2019,2019.0,LESIONES,CULPOSO,REYNOSA,26.082523725382497,-98.30184806825706,26.082523725382497,-98.30184806825706,True
UNIDAD REYNOSA 1A.,13/03/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.0846562,-98.31385,26.0846562,-98.31385,True
UNIDAD NUEVO LAREDO 3,13/03/2020,2020.0,LESIONES,CULPOSO,NUEVO LAREDO,27.485897067437204,-99.50750886428092,27.485897067437204,-99.50750886428092,True
UNIDAD MATAMOROS 1A.,13/03/2020,2020.0,LESIONES,CULPOSO,MATAMOROS,25.868997166298048,-97.49646306037904,25.868997166298048,-97.49646306037904,True
UNIDAD REYNOSA 3A.,13/03/2021,2021.0,LESIONES,CULPOSO,REYNOSA,26.0824324,98.34438,26.0824324,-98.34438,True
UNIDAD REYNOSA 3A.,13/03/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.0320038,98.26849,26.0320038,-98.26849,True
UNIDAD REYNOSA 3A.,13/03/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.0506605,98.28527,26.0506605,-98.28527,True
UNIDAD REYNOSA 3A.,13/03/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.0548008,98.26722,26.0548008,-98.26722,True
UNIDAD MATAMOROS 1A.,13/03/2021,2021.0,LESIONES,CULPOSO,MATAMOROS,25.864783600830748,-97.51121506899065,25.864783600830748,-97.51121506899064,True
UNIDAD NUEVO LAREDO 2A.,13/03/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.491207637198237,-99.5977339478786,27.49120763719824,-99.5977339478786,True
UNIDAD CIUDAD MADERO 2A.,13/03/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27360210556123,-97.853780532512,22.27360210556123,-97.853780532512,True
UNIDAD REYNOSA 3A.,13/03/2023,2023.0,HOMICIDIO,CULPOSO,REYNOSA,26.0523773,98.31071,26.0523773,-98.31071,True
UNIDAD CIUDAD MADERO 2A.,13/03/2023,2023.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.246966850558618,-97.8558472132963,22.246966850558614,-97.8558472132963,True
UGI VICTORIA 4A.,13/03/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.719660,-99.131204,23.71966,-99.131204,True
UGI VICTORIA 1A.,13/03/2023,2023.0,HOMICIDIO,CULPOSO,VICTORIA,23.702025,-99.115459,23.702025,-99.115459,True
UNIDAD TAMPICO 1A.,13/03/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.252364686017593,-97.85860419273378,22.252364686017597,-97.85860419273378,True
UNIDAD REYNOSA 1A.,13/03/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,26.039523,-98.281739,26.039523,-98.281739,True
UGI VICTORIA 2A,13/03/2024,2024.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD NUEVO LAREDO 3,13/03/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,27.502001704779616,-99.59528124162985,27.502001704779616,-99.59528124162983,True
UNIDAD TAMPICO 1A.,13/03/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.27093436119041,-97.87419050931933,22.27093436119041,-97.87419050931932,True
UNIDAD REYNOSA 1A.,13/03/2025,2025.0,LESIONES,CULPOSO,REYNOSA,25.93714,-98.26942,25.93714,-98.26942,True
UNIDAD REYNOSA 1A.,13/03/2025,2025.0,LESIONES,CULPOSO,REYNOSA,26.082351536141005,-98.30213695764543,26.082351536141005,-98.30213695764544,True
ATENCION VICTORIA,13/03/2026,2026.0,LESIONES,CULPOSO,VICTORIA,0,0,0.0,0.0,False
