UNIDAD,FECHA DE INICIO,AÑO,DELITO,MODALIDAD,MUNICIPIO_HECHO,LATITUD,LONGITUD,lat,lon,geo_ok
UGI VICTORIA 3A,26/09/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.719613,-99.123186,23.719613,-99.123186,True
UNIDAD REYNOSA 3A.,26/09/2024,2024.0,LESIONES,CULPOSO,REYNOSA,26.084875301477698,-98.27776908874513,26.084875301477695,-98.27776908874512,True
UNIDAD TAMPICO 1A.,26/09/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.317367148693993,-97.88246780633928,22.317367148693997,-97.88246780633928,True
UNIDAD CIUDAD MADERO 3,26/09/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.247218437994384,-97.85583871993558,22.247218437994384,-97.85583871993558,True
UNIDAD 1 ADOLESCENTES VICTORIA,26/09/2024,2024.0,LESIONES,CULPOSO,VICTORIA,23.763813,-99.120690,23.763813,-99.12069,True
UNIDAD REYNOSA 3A.,26/09/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,26.0797639,-98.3143943,26.0797639,-98.3143943,True
UNIDAD REYNOSA 3A.,26/09/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,26.0553915,-98.2972762,26.0553915,-98.2972762,True
UNIDAD TAMPICO 1A.,26/09/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.3101317199008,-97.88030063665046,22.3101317199008,-97.88030063665046,True
UNIDAD REYNOSA 5,26/10/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0951452604712,-98.3071666967589,26.0951452604712,-98.3071666967589,True
UNIDAD REYNOSA 3A.,26/10/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.054990139313478,-98.32197189331056,26.05499013931348,-98.32197189331056,True
UNIDAD REYNOSA 3A.,26/10/2019,2019.0,LESIONES,CULPOSO,REYNOSA,26.05465279148249,-98.30265998840333,26.05465279148249,-98.30265998840332,True
UNIDAD TAMPICO 2A.,26/10/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.214800559572378,-97.85751815340414,22.214800559572375,-97.85751815340414,True
UNIDAD TAMPICO 2A.,26/10/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.213814778972672,-97.85519836565973,22.213814778972672,-97.85519836565972,True
UNIDAD REYNOSA 2A.,26/10/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.056972356231967,-98.3643066865576,26.056972356231967,-98.3643066865576,True
UNIDAD TAMPICO 2A.,26/10/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.243859196444678,-97.86032324438096,22.24385919644468,-97.86032324438096,True
UNIDAD CIUDAD MADERO 3,26/10/2020,2020.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.247235002018723,-97.85591863081895,22.247235002018723,-97.85591863081896,True
UNIDAD VICTORIA 4A.,26/10/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.769721676046846,-99.17145967483522,23.76972167604685,-99.17145967483522,True
ATENCION INMEDIATA EN REYNOSA,26/10/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.078753759004858,-98.30766110100225,26.078753759004854,-98.30766110100224,True
UNIDAD REYNOSA 2A.,26/10/2022,2022.0,LESIONES,CULPOSO,REYNOSA,25.9422140022747,-98.27026082422412,25.9422140022747,-98.27026082422412,True
UGI VICTORIA 4A.,26/10/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,23.782124,-99.136821,23.782124,-99.136821,True
UNIDAD REYNOSA 3A.,26/10/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.014033431024043,-98.25824947942009,26.014033431024043,-98.25824947942009,True
UNIDAD REYNOSA 3A.,26/10/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.060448,-98.35863,26.060448,-98.35863,True
UNIDAD TAMPICO 1A.,26/10/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.27097264803574,-97.87428706884386,22.27097264803574,-97.87428706884386,True
UNIDAD CIUDAD MADERO 3,26/10/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.26560121316221,-97.85687678475117,22.26560121316221,-97.85687678475117,True
ATENCION INMEDIATA EN TAMPICO,26/10/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.218918843974333,-97.86153013372743,22.218918843974333,-97.86153013372744,True
UNIDAD REYNOSA 3A.,26/10/2024,2024.0,LESIONES,CULPOSO,REYNOSA,25.994470,-98.25063,25.99447,-98.25063,True
ATENCION INMEDIATA EN TAMPICO,26/10/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.21330345855623,-97.85183966159822,22.21330345855623,-97.85183966159822,True
ATENCION INMEDIATA EN TAMPICO,26/10/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.238980842051625,-97.84646719694139,22.238980842051625,-97.8464671969414,True
ATENCION VICTORIA,26/10/2025,2025.0,HOMICIDIO,CULPOSO,VICTORIA,23.719743234579866,-99.1501868811518,23.719743234579862,-99.1501868811518,True
UNIDAD REYNOSA 3A.,26/10/2025,2025.0,HOMICIDIO,CULPOSO,REYNOSA,26.067608057799088,-98.33775401115419,26.067608057799088,-98.3377540111542,True
UNIDAD TAMPICO 1A.,26/10/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.25490483113286,-97.87587225437166,22.25490483113286,-97.87587225437166,True
UNIDAD VICTORIA 3A,26/11/2016,2016.0,HOMICIDIO,CULPOSO,VICTORIA,23.8192379629882,-99.0762090682983,23.8192379629882,-99.0762090682983,True
UNIDAD TAMPICO 2A.,26/11/2016,2016.0,HOMICIDIO,CULPOSO,TAMPICO,22.22414652520204,-97.86996216881948,22.22414652520204,-97.86996216881948,True
UNIDAD TAMPICO 2A.,26/11/2017,2017.0,LESIONES,CULPOSO,TAMPICO,22.2730689696868,-97.8747564554214,22.2730689696868,-97.8747564554214,True
UNIDAD MATAMOROS 1A.,26/11/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.8316579446966,-97.5008614869876,25.8316579446966,-97.5008614869876,True
UNIDAD CIUDAD MADERO 3,26/11/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.266199508063266,-97.8543152602308,22.266199508063263,-97.8543152602308,True
UNIDAD CIUDAD MADERO 3,26/11/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.274165130820535,-97.79352880222396,22.27416513082053,-97.79352880222396,True
UNIDAD CIUDAD MADERO 3,26/11/2018,2018.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25876395540071,-97.8481623622179,22.25876395540071,-97.8481623622179,True
UNIDAD MATAMOROS 2A.,26/11/2019,2019.0,HOMICIDIO,CULPOSO,MATAMOROS,25.868750999225334,-97.49724642821289,25.86875099922533,-97.49724642821288,True
UNIDAD REYNOSA 1A.,26/11/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.04727,-98.28919,26.04727,-98.28919,True
UNIDAD REYNOSA 2A.,26/11/2020,2020.0,LESIONES,CULPOSO,REYNOSA,26.053995,-98.29539,26.053995,-98.29539,True
UNIDAD TAMPICO 3A.,26/11/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.3149239,97.8596529,22.3149239,-97.8596529,True
UNIDAD CIUDAD MADERO 3,26/11/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.27574444232319,-97.83443298503524,22.27574444232319,-97.83443298503524,True
ATENCION INMEDIATA EN TAMPICO,26/11/2021,2021.0,LESIONES,CULPOSO,TAMPICO,22.23093,-97.85971,22.23093,-97.85971,True
UNIDAD CIUDAD MADERO 3,26/11/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.244896104962006,-97.84044536624369,22.24489610496201,-97.84044536624369,True
UNIDAD CIUDAD MADERO 3,26/11/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.278609877534993,-97.85211332980528,22.278609877534997,-97.85211332980528,True
UNIDAD MATAMOROS 2A.,26/11/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.934919848911214,-97.77771949768068,25.93491984891121,-97.77771949768068,True
UNIDAD TAMPICO 1A.,26/11/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.23499944994573,-97.8680404814486,22.23499944994573,-97.8680404814486,True
UNIDAD TAMPICO 1A.,26/11/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.310976483492226,-97.89130434393886,22.310976483492222,-97.89130434393886,True
UNIDAD TAMPICO 1A.,26/11/2023,2023.0,HOMICIDIO,CULPOSO,TAMPICO,22.285539706687008,-97.87404701113704,22.285539706687008,-97.87404701113704,True
UNIDAD TAMPICO 2A.,26/11/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.26227510956991,-97.8740447760174,22.26227510956991,-97.8740447760174,True
UNIDAD 1 ADOLESCENTES TAMPICO,26/11/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.33284865411089,-97.88148880004883,22.33284865411089,-97.88148880004884,True
UNIDAD CIUDAD MADERO 3,26/11/2025,2025.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.24761815895299,-97.83684611320496,22.24761815895299,-97.83684611320496,True
UNIDAD VICTORIA 1A.,26/12/2013,,HOMICIDIO,CULPOSO,VICTORIA,23.239704702018393,-98.79189491271973,23.239704702018397,-98.79189491271973,True
UNIDAD REYNOSA 3A.,26/12/2016,2016.0,HOMICIDIO,CULPOSO,REYNOSA,26.055954,-98.296863,26.055954,-98.296863,True
UNIDAD REYNOSA 3A.,26/12/2016,2016.0,LESIONES,CULPOSO,REYNOSA,26.0555029061419,-98.2963085174561,26.0555029061419,-98.2963085174561,True
UNIDAD 1 ADOLESCENTES MATAMOROS,26/12/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8487623974971,-97.506372928674,25.8487623974971,-97.506372928674,True
UNIDAD MATAMOROS 2A.,26/12/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8696035404321,-97.4969351291656,25.8696035404321,-97.4969351291656,True
UNIDAD MATAMOROS 2A.,26/12/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.863933896232,-97.4797461926937,25.863933896232,-97.4797461926937,True
UNIDAD VICTORIA 5A.,26/12/2017,2017.0,HOMICIDIO,CULPOSO,VICTORIA,23.7909147757487,-99.169260263443,23.7909147757487,-99.169260263443,True
UNIDAD MATAMOROS 1A.,26/12/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.91584592962285,-97.57159985264428,25.91584592962285,-97.57159985264428,True
UNIDAD REYNOSA 1A.,26/12/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.10875,-98.34221,26.10875,-98.34221,True
UNIDAD REYNOSA 1A.,26/12/2018,2018.0,LESIONES,CULPOSO,REYNOSA,25.99855613178486,-98.27656209155592,25.99855613178486,-98.27656209155592,True
UNIDAD VICTORIA 2A,26/12/2018,2018.0,HOMICIDIO,CULPOSO,VICTORIA,23.7730203692955,-99.1311244984245,23.7730203692955,-99.1311244984245,True
UNIDAD CIUDAD MADERO 3,26/12/2019,2019.0,LESIONES,CULPOSO,CIUDAD MADERO,22.273826313506717,-97.84577615628002,22.27382631350672,-97.84577615628002,True
UNIDAD MATAMOROS 3,26/12/2020,2020.0,HOMICIDIO,CULPOSO,MATAMOROS,25.87603272489228,-97.50438630580904,25.87603272489228,-97.50438630580904,True
UNIDAD NUEVO LAREDO 3,26/12/2021,2021.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.487185694342347,-99.56746366690646,27.487185694342347,-99.56746366690646,True
UNIDAD VICTORIA 2A,26/12/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.50241060073285,-99.34558868408205,23.50241060073285,-99.34558868408205,True
UNIDAD MATAMOROS 2A.,26/12/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.868400201849376,-97.49279439749323,25.868400201849376,-97.49279439749324,True
UNIDAD REYNOSA 1A.,26/12/2022,2022.0,LESIONES,CULPOSO,REYNOSA,26.02808,-98.34094,26.02808,-98.34094,True
UGI VICTORIA 4A.,26/12/2022,2022.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD REYNOSA 1A.,26/12/2023,2023.0,LESIONES,CULPOSO,REYNOSA,26.1157,-98.3150,26.1157,-98.315,True
UNIDAD MATAMOROS 3,26/12/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.825866252915354,97.53339851944035,25.825866252915358,-97.53339851944035,True
UNIDAD MATAMOROS 2A.,26/12/2023,2023.0,HOMICIDIO,CULPOSO,MATAMOROS,25.890806714480412,-97.53114001759357,25.89080671448041,-97.53114001759356,True
UNIDAD CIUDAD MADERO 3,26/12/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.244085924784414,-97.83364273754874,22.24408592478441,-97.83364273754874,True
UNIDAD CIUDAD MADERO 3,26/12/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.29274207351229,-97.80708942072154,22.29274207351229,-97.80708942072154,True
ATENCION VICTORIA,26/12/2025,2025.0,HOMICIDIO,CULPOSO,VICTORIA,23.906322,-99.224028,23.906322,-99.224028,True
ATENCION VICTORIA,26/12/2025,2025.0,LESIONES,CULPOSO,VICTORIA,0,0,0.0,0.0,False
UNIDAD NUEVO LAREDO 2A.,27/01/2016,2016.0,LESIONES,CULPOSO,NUEVO LAREDO,27.4420055034912,-99.5615601539612,27.4420055034912,-99.5615601539612,True
UNIDAD MATAMOROS 2A.,27/01/2017,2017.0,HOMICIDIO,CULPOSO,MATAMOROS,25.869232476033,-97.5359773635864,25.869232476033,-97.5359773635864,True
UNIDAD CIUDAD MADERO 3,27/01/2017,2017.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24496017945315,-97.84395684504942,22.24496017945315,-97.84395684504942,True
UNIDAD 1 ADOLESCENTES MATAMOROS,27/01/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.8579192287801,-97.4613457555824,25.8579192287801,-97.4613457555824,True
UNIDAD NUEVO LAREDO 3,27/01/2018,2018.0,LESIONES,CULPOSO,NUEVO LAREDO,27.45832956062307,-99.5241604272388,27.45832956062307,-99.5241604272388,True
UNIDAD REYNOSA 3A.,27/01/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,25.7937895,100.3137,25.7937895,-100.3137,False
UNIDAD VICTORIA 1A.,27/01/2019,2019.0,HOMICIDIO,CULPOSO,VICTORIA,23.7482320132402,-99.121444508899,23.7482320132402,-99.121444508899,True
UNIDAD TAMPICO 3A.,27/01/2019,2019.0,LESIONES,CULPOSO,TAMPICO,22.214891437171485,-97.86026596326785,22.214891437171485,-97.86026596326784,True
UNIDAD TAMPICO 3A.,27/01/2019,2019.0,HOMICIDIO,CULPOSO,TAMPICO,22.215288605376305,-97.85545729600635,22.215288605376305,-97.85545729600636,True
UNIDAD TAMPICO 4,27/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.239233,-97.87467,22.239233,-97.87467,True
UNIDAD TAMPICO 4,27/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.240631,-97.86686,22.240631,-97.86686,True
UNIDAD TAMPICO 3A.,27/01/2020,2020.0,LESIONES,CULPOSO,TAMPICO,22.216273077033758,-97.85696023474415,22.21627307703376,-97.85696023474416,True
ATENCION INMEDIATA VICTORIA,27/01/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.73621690597549,-99.12862119549477,23.73621690597549,-99.12862119549476,True
UNIDAD REYNOSA 1A.,27/01/2021,2021.0,HOMICIDIO,CULPOSO,REYNOSA,26.022402202403544,-98.24515540459153,26.022402202403544,-98.24515540459151,True
UNIDAD VICTORIA 4A.,27/01/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.723873372544688,-99.15088944279923,23.723873372544688,-99.15088944279924,True
UNIDAD VICTORIA 2A,27/01/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,23.73330843761448,-99.13023531611175,23.73330843761448,-99.13023531611177,True
UNIDAD MATAMOROS 3,27/01/2022,2022.0,HOMICIDIO,CULPOSO,MATAMOROS,25.84835566289307,-97.50639796257019,25.84835566289307,-97.5063979625702,True
UNIDAD REYNOSA 1A.,27/01/2024,2024.0,HOMICIDIO,CULPOSO,REYNOSA,27.77397,98.58754,27.77397,-98.58754,True
UNIDAD CIUDAD MADERO 3,27/01/2024,2024.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.238264119122405,-97.82493710517883,22.238264119122405,-97.82493710517883,True
UNIDAD CIUDAD MADERO 3,27/01/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.254145212795855,-97.853422164917,22.25414521279585,-97.853422164917,True
UNIDAD MATAMOROS 3,27/01/2025,2025.0,HOMICIDIO,CULPOSO,MATAMOROS,25.869756189350657,-97.5506114959717,25.869756189350657,-97.5506114959717,True
UNIDAD TAMPICO 3A.,27/01/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.299244,-97.855446,22.299244,-97.855446,True
ATENCION INMEDIATA EN TAMPICO,27/01/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.302065168882514,-97.85555510266968,22.302065168882518,-97.85555510266968,True
ATENCION INMEDIATA EN NUEVO LAREDO,27/01/2025,2025.0,LESIONES,CULPOSO,NUEVO LAREDO,27.45721568261131,-99.56621927176677,27.45721568261131,-99.56621927176676,True
UNIDAD NUEVO LAREDO 3,27/01/2026,2026.0,LESIONES,CULPOSO,NUEVO LAREDO,27.457650954244514,-99.5103970527537,27.457650954244517,-99.5103970527537,True
UNIDAD TAMPICO 3A.,27/02/2016,2016.0,LESIONES,CULPOSO,TAMPICO,22.2413732022006,-97.8542804718018,22.2413732022006,-97.8542804718018,True
UNIDAD REYNOSA 2A.,27/02/2017,2017.0,LESIONES,CULPOSO,REYNOSA,26.0226330854349,-98.2781164348125,26.0226330854349,-98.2781164348125,True
ATENCION INMEDIATA EN REYNOSA,27/02/2017,2017.0,LESIONES,CULPOSO,REYNOSA,26.025843320292,-98.2517838478088,26.025843320292,-98.2517838478088,True
UNIDAD NUEVO LAREDO 2A.,27/02/2018,2018.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.4869041137794,-99.5584042959125,27.4869041137794,-99.5584042959125,True
UNIDAD REYNOSA 2A.,27/02/2018,2018.0,LESIONES,CULPOSO,REYNOSA,26.0528818935099,-98.3471144263416,26.0528818935099,-98.3471144263416,True
UNIDAD REYNOSA 2A.,27/02/2019,2019.0,LESIONES,CULPOSO,REYNOSA,"26,0790308674185","-98,285866895121",,,False
UNIDAD CIUDAD MADERO 2A.,27/02/2019,2019.0,LESIONES,CULPOSO,CIUDAD MADERO,22.256000911214834,-97.85248475220337,22.256000911214837,-97.85248475220337,True
UNIDAD CIUDAD MADERO 3,27/02/2019,2019.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.247621677610226,-97.85486867826523,22.247621677610223,-97.85486867826523,True
ATENCION INMEDIATA VICTORIA,27/02/2019,2019.0,LESIONES,CULPOSO,VICTORIA,0,0,0.0,0.0,False
ATENCION INMEDIATA EN NUEVO LAREDO,27/02/2019,2019.0,LESIONES,CULPOSO,NUEVO LAREDO,27.483266494996375,-99.54222947359087,27.48326649499637,-99.54222947359088,True
UNIDAD REYNOSA 2A.,27/02/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,26.066033508427157,98.3804658162439,26.06603350842716,-98.3804658162439,True
UNIDAD VICTORIA 3A,27/02/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.727612815342262,-99.16448409769434,23.727612815342265,-99.16448409769434,True
UNIDAD MATAMOROS 3,27/02/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.849189647558433,-97.52638578414918,25.849189647558436,-97.52638578414918,True
UNIDAD NUEVO LAREDO 3,27/02/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.468970223801836,99.51218175999182,27.46897022380184,-99.51218175999182,True
UNIDAD VICTORIA 1A.,27/02/2022,2022.0,LESIONES,CULPOSO,VICTORIA,23.73217005458755,-99.15251725796821,23.73217005458755,-99.1525172579682,True
UNIDAD TAMPICO 1A.,27/02/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.27808268944156,-97.88700610399248,22.27808268944156,-97.88700610399248,True
UNIDAD CIUDAD MADERO 3,27/02/2023,2023.0,LESIONES,CULPOSO,CIUDAD MADERO,22.29763044615524,-97.82236218452455,22.29763044615524,-97.82236218452456,True
UGI VICTORIA 3A,27/02/2023,2023.0,LESIONES,CULPOSO,VICTORIA,23.750319,-99.140263,23.750319,-99.140263,True
UGI VICTORIA 4A.,27/02/2023,2023.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD CIUDAD MADERO 3,27/02/2024,2024.0,LESIONES,CULPOSO,CIUDAD MADERO,22.24540371995973,-97.82930374145509,22.24540371995973,-97.82930374145508,True
UNIDAD CIUDAD MADERO 3,27/02/2025,2025.0,LESIONES,CULPOSO,CIUDAD MADERO,22.252009384743793,-97.85880535840991,22.252009384743797,-97.85880535840992,True
UGI VICTORIA 2A,27/02/2025,2025.0,LESIONES,CULPOSO,VICTORIA,23.755756,-99.149043,23.755756,-99.149043,True
UNIDAD TAMPICO 3A.,27/02/2026,2026.0,LESIONES,CULPOSO,TAMPICO,22.2428730,-97.8587601,22.242873,-97.8587601,True
UNIDAD REYNOSA 2A.,27/02/2026,2026.0,LESIONES,CULPOSO,REYNOSA,26.034384691023202,-98.27202045494211,26.0343846910232,-98.27202045494212,True
UNIDAD VICTORIA 5A.,27/03/2016,2016.0,HOMICIDIO,CULPOSO,VICTORIA,23.7805023028627,-99.1361832618713,23.7805023028627,-99.1361832618713,True
UNIDAD MATAMOROS 2A.,27/03/2016,2016.0,LESIONES,CULPOSO,MATAMOROS,25.8692667165772,-97.4953982234001,25.8692667165772,-97.4953982234001,True
ATENCION INMEDIATA VICTORIA,27/03/2017,2017.0,LESIONES,CULPOSO,VICTORIA,23.8111501526752,-99.1749143600464,23.8111501526752,-99.1749143600464,True
UNIDAD REYNOSA 2A.,27/03/2018,2018.0,HOMICIDIO,CULPOSO,REYNOSA,26.08241,98.30234,26.08241,-98.30234,True
UNIDAD MATAMOROS 3,27/03/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.81629529838496,-97.55184531211854,25.81629529838496,-97.55184531211854,True
UNIDAD REYNOSA 2A.,27/03/2019,2019.0,HOMICIDIO,CULPOSO,REYNOSA,26.006875,-98.202662,26.006875,-98.202662,True
UNIDAD MATAMOROS 3,27/03/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.870311823146714,-97.514561619955,25.870311823146714,-97.514561619955,True
UNIDAD MATAMOROS 3,27/03/2019,2019.0,LESIONES,CULPOSO,MATAMOROS,25.869434252067222,-97.49594825900672,25.869434252067222,-97.49594825900672,True
UNIDAD VICTORIA 5A.,27/03/2019,2019.0,LESIONES,CULPOSO,VICTORIA,23.732106252281707,-99.11146404308442,23.732106252281707,-99.11146404308442,True
UNIDAD NUEVO LAREDO 3,27/03/2021,2021.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.48984052452741,99.51703272883546,27.48984052452741,-99.51703272883546,True
UNIDAD NUEVO LAREDO 3,27/03/2021,2021.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.416149334741206,99.54577085392525,27.41614933474121,-99.54577085392523,True
UNIDAD VICTORIA 3A,27/03/2021,2021.0,HOMICIDIO,CULPOSO,VICTORIA,23.748358832615292,-99.1370823849481,23.74835883261529,-99.1370823849481,True
UNIDAD VICTORIA 5A.,27/03/2022,2022.0,HOMICIDIO,CULPOSO,VICTORIA,23.726973294987417,-99.15747707029836,23.726973294987417,-99.15747707029836,True
UNIDAD NUEVO LAREDO 1A.,27/03/2022,2022.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.485872325127758,-99.50389266014099,27.48587232512776,-99.503892660141,True
UNIDAD CIUDAD MADERO 3,27/03/2022,2022.0,LESIONES,CULPOSO,CIUDAD MADERO,22.266404999090906,-97.83693669287932,22.266404999090906,-97.83693669287932,True
UNIDAD TAMPICO 3A.,27/03/2023,2023.0,LESIONES,CULPOSO,TAMPICO,22.2454397,97.9351866,22.2454397,-97.9351866,True
UNIDAD CIUDAD MADERO 3,27/03/2023,2023.0,HOMICIDIO,CULPOSO,CIUDAD MADERO,22.24677874918895,-97.85576105117799,22.24677874918895,-97.855761051178,True
UGI VICTORIA 4A.,27/03/2023,2023.0,LESIONES,CULPOSO,VICTORIA,,,,,False
UNIDAD TAMPICO 3A.,27/03/2024,2024.0,LESIONES,CULPOSO,TAMPICO,22.21653461124292,-97.85438393277832,22.21653461124292,-97.85438393277832,True
UNIDAD TAMPICO 3A.,27/03/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.21490445614395,-97.85820961155,22.21490445614395,-97.85820961155,True
UNIDAD TAMPICO 3A.,27/03/2025,2025.0,LESIONES,CULPOSO,TAMPICO,22.229358257991798,-97.85741813867031,22.2293582579918,-97.85741813867033,True
UNIDAD MATAMOROS 1A.,27/03/2026,2026.0,LESIONES,CULPOSO,MATAMOROS,25.817383030602844,-97.55558967590332,25.817383030602844,-97.55558967590332,True
UNIDAD VICTORIA 1A.,27/04/2014,,HOMICIDIO,CULPOSO,VICTORIA,23.620981170316952,-99.21250820159912,23.620981170316952,-99.21250820159912,True
UNIDAD VICTORIA 2A,27/04/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.591688836037,-99.0393621575031,23.591688836037,-99.0393621575031,True
UNIDAD MATAMOROS 3,27/04/2018,2018.0,LESIONES,CULPOSO,MATAMOROS,25.8457160807695,-97.5159577208979,25.8457160807695,-97.5159577208979,True
UNIDAD VICTORIA 2A,27/04/2018,2018.0,LESIONES,CULPOSO,VICTORIA,23.7598376621397,-99.1606229894777,23.7598376621397,-99.1606229894777,True
UNIDAD NUEVO LAREDO 2A.,27/04/2019,2019.0,HOMICIDIO,CULPOSO,NUEVO LAREDO,27.507995453052487,-99.56316947937012,27.507995453052487,-99.56316947937012,True
UNIDAD VICTORIA 4A.,27/04/2019,2019.0,HOMICIDIO,CULPOSO,VICTORIA,23.679517611493548,-99.1956333405472,23.679517611493548,-99.1956333405472,True
UNIDAD REYNOSA 2A.,27/04/2020,2020.0,HOMICIDIO,CULPOSO,REYNOSA,25.66056232873141,98.2463925955343,25.66056232873141,-98.2463925955343,True
UNIDAD CIUDAD MADERO 3,27/04/2020,2020.0,LESIONES,CULPOSO,CIUDAD MADERO,22.268529059363743,-97.83501552472808,22.268529059363743,-97.83501552472808,True
ATENCION INMEDIATA VICTORIA,27/04/2020,2020.0,LESIONES,CULPOSO,VICTORIA,23.7056104,-99.1385364,23.7056104,-99.1385364,True
UNIDAD MATAMOROS 1A.,27/04/2021,2021.0,HOMICIDIO,CULPOSO,MATAMOROS,25.846596551496017,-97.50000894069673,25.846596551496017,-97.50000894069672,True
UNIDAD VICTORIA 3A,27/04/2021,2021.0,LESIONES,CULPOSO,VICTORIA,23.736881558680746,-99.1473156607737,23.736881558680743,-99.1473156607737,True
UNIDAD CIUDAD MADERO 3,27/04/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.2568022081705,-97.83447949727694,22.2568022081705,-97.83447949727694,True
ATENCION INMEDIATA DE CIUDAD MADERO,27/04/2021,2021.0,LESIONES,CULPOSO,CIUDAD MADERO,22.25136797832763,-97.83253964498056,22.25136797832763,-97.83253964498056,True
UNIDAD REYNOSA 2A.,27/04/2022,2022.0,LESIONES,CULPOSO,REYNOSA,26.026758967053286,-98.34973018791341,26.026758967053286,-98.3497301879134,True
UNIDAD TAMPICO 1A.,27/04/2022,2022.0,LESIONES,CULPOSO,TAMPICO,22.30739632003957,-97.88137506943569,22.30739632003957,-97.88137506943568,True
